IDREF,Year_Reference,languages_Chinese,languages_English,languages_French,languages_Hindi,languages_Spanish,skill_SocialSciences,skill_Art,skill_Technology,missing_language,missing_skill,grade,exam_score,ProfileType,school,major,citizen_cntry,previous_degree,ethnicity,previous_state,male_gender,international,year_birth
161,2011,0,0,0,0,0,0,0,0,1,1,3.4200001,680,Unknown,UNIVERSITYTEXAS,Finance,USA,BachelorofBusinessAdministration,,Georgia,0,0,1982
162,2011,0,0,0,0,0,0,0,0,1,1,3.7869999,740,Others,UNIVERSITYPENNSYLVANIA,CommunicationAndJournalism,USA,BachelorofArts,,NewYork,0,0,1981
163,2011,0,0,0,0,0,0,0,0,0,0,3.477,680,Unknown,UOFAPPLIEDSCIENCES,Finance,Germany,BachelorofScience,,NewYork,1,1,1974
164,2011,0,0,0,0,0,0,0,0,1,1,2.865,720,Investments,UNIVCALIFORNIALOSANGELES,English,USA,BachelorofArts,,California,1,0,1983
165,2011,0,0,0,0,0,0,0,0,1,1,3.243,710,Client_oriented,UNIVERSITYNEWHAMPSHIRE,PoliticalScience,USA,BachelorofArts,,NewHampshire,1,0,1982
166,2011,0,0,0,0,0,0,0,0,1,1,3.3199999,710,Client_oriented,AMERICANUNIVERSITY,Marketing,USA,BachelorofScience,,NewYork,0,0,1984
167,2011,0,0,0,0,0,0,0,0,1,1,3.2869999,690,Investments,FUNDUNIVDEGETULIOVARGAS,OtherBusiness,Brazil,BachelorofArts,,ForeignCountry,1,1,1982
168,2011,0,0,0,0,0,0,0,0,1,1,3.8099999,770,Investments,CARNEGIE-MELLONUNIVERSITY,ComputerScience,USA,BachelorofScience,,NewYork,1,0,1984
169,2011,1,0,0,0,0,0,0,0,0,1,3.092,720,Others,CHUNG-ANGUNIV,CommunicationAndJournalism,Korea,BachelorofArts,,ForeignCountry,1,1,1976
170,2011,0,0,0,0,0,0,0,0,1,1,2.977,720,Client_oriented,YONSEIUNIV,Engineering,Korea,BachelorofScience,,ForeignCountry,1,1,1978
171,2011,0,0,0,0,0,0,0,0,1,1,3.4400001,690,Investments,,Management,Portugal,,,ForeignCountry,1,1,1983
172,2011,0,0,0,0,0,0,0,0,1,1,3.3699999,720,Others,UNIVERSITYPENNSYLVANIA,PoliticalScience,USA,BachelorofArts,,NewJersey,1,0,1984
173,2011,0,0,0,0,0,0,0,0,1,1,3.7049999,740,Investments,BUCKNELLUNIVERSITY,Engineering,USA,BachelorofScience,,NewJersey,1,0,1982
174,2011,1,0,0,0,0,0,0,0,0,0,3.1170001,710,Client_oriented,UNIVERSITYMARYLANDCOLLEGEPARK,,USA,BachelorofScience,,Maryland,0,0,1980
175,2011,0,0,0,0,0,0,0,0,1,1,3.21,740,Investments,NANJINGUNIVERSITY,ComputerScience,Peop.Rep.China,BachelorofScience,,ForeignCountry,1,1,1979
176,2011,0,0,0,0,0,0,0,0,1,1,3.7309999,750,Unknown,NORTHWESTERNUNIVERSITY,Economics,USA,BachelorofArts,,California,1,0,1981
177,2011,0,0,0,0,0,0,0,0,1,1,3.665,740,Others,UNIVERSITYPENNSYLVANIA,Other,USA,BachelorofArts,,NewYork,1,0,1984
178,2011,0,0,0,0,0,0,0,0,1,1,3.5090001,750,Client_oriented,UBOMBAY,Engineering,India,BachelorofEngineering/ExecProgram,,NewYork,0,1,1983
179,2011,0,0,0,0,0,0,0,0,1,1,3.2969999,710,Others,WESLEYANUNIVERSITY,OtherHumanities,USA,BachelorofArts,,NewYork,1,0,1980
180,2011,0,0,0,0,0,0,0,0,1,1,3.977,730,Investments,UNIVERSITYPENNSYLVANIA,Finance,USA,BachelorofScience,,NewYork,1,0,1982
181,2013,0,1,0,0,0,0,0,0,0,0,3.5382352,0,Others,UNIVERSITYUTAH,Psychology,USA,BachelorofScience,WhiteNon-hispanic,Utah,1,0,1985
182,2011,0,1,0,0,1,0,0,0,0,0,3.6930001,730,Investments,EMORYUNIVERSITY,Mathematics,USA,BachelorofArts,,NewYork,1,0,1979
183,2011,0,0,0,0,0,0,0,0,1,1,3.28,760,Unknown,RUTGERSSTATEUNIVERSITYRUTGERSCOLLEGE,Economics,USA,BachelorofArts,,NewJersey,1,0,1982
184,2011,0,0,0,0,0,0,0,0,1,1,3.549,680,Others,PRINCETONUNIVERSITY,English,USA,BachelorofArts,,NewYork,0,0,1984
185,2011,0,0,0,0,0,1,0,0,1,1,3.2969999,680,Unknown,UNIVERSITYCALIFORNIABERKELEY,Accounting,USA,BachelorofScience,,California,0,0,1981
186,2013,0,0,0,0,0,0,0,0,1,1,3.6294117,0,Investments,YESHIVAUNIVERSITY,Economics,USA,BachelorofArts,,NewJersey,1,0,1983
187,2011,0,0,0,0,0,0,0,0,1,1,3.257,720,Others,UNIVERSITYCOLORADO,Finance,USA,BachelorofScience,,Colorado,1,0,1984
188,2011,0,0,0,0,0,0,0,0,1,1,2.638,640,Investments,FLORIDAINTERNATIONALUNIVERSITY,Finance,Colombia,BachelorofBusinessAdministration,,NewYork,1,1,1977
189,2011,0,0,0,0,0,0,0,0,1,1,3.3069999,710,Client_oriented,UNIVCALIFORNIALOSANGELES,Economics,USA,BachelorofArts,,California,0,0,1983
190,2011,0,0,0,0,0,0,0,0,1,1,3.4460001,720,Client_oriented,UNIVERSITYMICHIGAN,Sociology,USA,BachelorofArts,,NewYork,1,0,1981
191,2011,1,0,0,0,0,0,0,0,0,0,3.2149999,700,Investments,SHANGHAIJIAOTONGUNIV,Engineering,Peop.Rep.China,BachelorofEngineering/ExecProgram,,ForeignCountry,0,1,1983
192,2011,0,1,1,0,1,0,0,0,0,0,3.2290001,720,Investments,UNIVERSITYPENNSYLVANIA,Economics,USA,BachelorofScience,,NewYork,0,0,1982
193,2011,0,0,0,0,0,0,0,0,1,1,3.648,740,Unknown,UNIVERSITYCALIFORNIASANTABARBARA,Economics,USA,BachelorofArts,,California,1,0,1983
194,2011,0,0,0,0,0,0,0,0,1,1,3.875,760,Others,UNIVERSITYNORTHCAROLINA,Management,USA,BachelorofScience,,Massachusetts,1,0,1985
195,2011,0,0,0,0,0,0,0,0,1,1,3.5050001,700,Investments,GEORGETOWNUNIV,Finance,USA,BachelorofBusinessAdministration,,NewYork,1,0,1983
196,2011,0,0,0,0,0,0,0,0,1,1,3.362,690,Others,NORTHWESTERNUNIVERSITY,CommunicationAndJournalism,USA,BachelorofScience,,NewYork,0,0,1984
197,2011,0,0,0,0,0,0,0,0,1,1,3.52,740,Client_oriented,INDIANAUNIVERSITY,Finance,USA,BachelorofScience,,NewYork,1,0,1982
198,2011,1,1,0,0,1,0,0,0,0,0,3.03,700,Others,MIDDLEBURYCOLLEGE,IndustrialRelations,USA,BachelorofArts,,California,0,0,1982
199,2011,0,0,0,0,0,0,0,0,1,1,3.325,620,Production,UNIVERSITYOFRICHMOND,Marketing,USA,BachelorofScience,,NewYork,0,0,1982
200,2011,0,0,0,0,0,0,0,0,1,1,3.628,760,Others,BROWNUNIVERSITY,Psychology,USA,BachelorofArts,,NewYork,0,0,1984
201,2011,0,0,0,0,0,1,0,0,0,1,3.1170001,710,Client_oriented,YONSEIUNIV,Management,Korea,BachelorofBusinessAdministration,,ForeignCountry,0,1,1979
202,2011,0,0,0,0,0,0,0,0,1,1,3.253,670,Client_oriented,UNIVERSITYFLORIDA,Engineering,USA,BachelorofScience,,NewYork,1,0,1982
203,2011,0,0,0,0,0,0,0,0,1,1,3.358,680,Unknown,UNIVERSITYCALIFORNIABERKELEY,Law,USA,BachelorofArts,,NewYork,0,0,1981
204,2011,0,0,0,0,0,0,0,0,1,1,3.477,700,Others,COLBYCOLLEGE,ForeignLanguages,USA,BachelorofArts,,Connecticut,0,0,1980
205,2011,0,0,0,0,0,0,0,0,1,1,3.257,610,Others,CORNELLUNIVERSITY,Other,USA,BachelorofScience,,NewYork,0,0,1983
206,2011,0,1,0,0,0,0,0,0,0,1,3.405,740,Others,UNIVERSITYCHICAGO,OtherSocial,USA,BachelorofArts,,NewYork,1,0,1981
207,2011,0,0,0,0,0,0,0,0,1,1,3.6029999,740,Investments,UNIVERSITYCALIFORNIASANTABARBARA,Economics,USA,BachelorofArts,,NewYork,0,0,1982
208,2011,0,0,0,0,0,0,0,0,1,1,3.6830001,730,Others,YESHIVAUNIVERSITY,PoliticalScience,USA,BachelorofArts,,NewYork,1,0,1984
209,2011,0,0,0,0,0,0,0,0,1,1,3.2880001,720,Investments,UMADRAS,Engineering,India,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1982
210,2012,0,0,0,0,0,0,0,0,1,1,3.4030001,650,Unknown,BROWNUNIVERSITY,Other,USA,BachelorofArts,,NewYork,1,0,1979
211,2011,0,0,0,0,0,0,0,0,1,1,3.839,730,Client_oriented,RICEUNIVERSITY,Engineering,USA,BachelorofScience,,Texas,1,0,1979
212,2011,0,0,0,0,0,0,0,0,1,1,3.175,690,Others,VANDERBILTUNIVERSITY,Psychology,USA,BachelorofArts,,NewYork,0,0,1984
213,2011,0,0,0,0,0,0,0,0,1,1,3.283,710,Unknown,CORNELLUNIVERSITY,HotelAdministration,USA,BachelorofScience,,NewYork,0,0,1983
214,2011,0,0,0,0,0,0,0,0,1,1,3.5239999,660,Others,DUKEUNIVERSITY,Other,USA,BachelorofArts,,NewYork,0,0,1975
215,2011,0,0,0,0,0,0,0,0,1,1,3.6199999,750,Unknown,MASSACHUSETTSINSTITUTETECHNOLOGY,Physics,USA,BachelorofScience,,NewYork,1,0,1983
216,2011,0,0,1,0,0,0,0,0,0,1,3.112,640,Investments,UNIVERSITYCONNECTICUT,Marketing,USA,BachelorofScience,,Connecticut,0,0,1983
217,2011,0,0,0,0,0,0,0,0,1,1,3.9549999,790,Others,UNIVERSITYVIRGINIA,Finance,USA,BachelorofScience,,NewYork,1,0,1977
218,2011,0,0,0,0,0,0,0,0,1,1,3.812,750,Others,BOWDOINCOLLEGE,Government,USA,BachelorofArts,,NewYork,1,0,1982
219,2011,0,0,0,0,0,0,0,0,1,1,3.3099999,670,Client_oriented,,Economics,India,BachelorofScience,,ForeignCountry,0,1,1983
220,2011,0,0,0,0,0,0,0,0,1,1,3.898,720,Investments,NORTHWESTERNUNIVERSITY,Economics,USA,BachelorofArts,,Michigan,1,0,1984
221,2011,0,0,0,0,0,0,0,0,1,1,3.424,750,Investments,WUHANUNIVERSITYOFTECHNOLOGY,OtherBusiness,Peop.Rep.China,BachelorofArts,,ForeignCountry,1,1,1980
222,2011,0,0,0,0,0,0,0,0,1,1,3.454,740,Investments,COLGATEUNIVERSITY,History,USA,BachelorofArts,,NewYork,1,0,1981
223,2011,1,1,0,0,0,0,0,0,0,0,3.425,750,Investments,FUDANUNIV,Management,Peop.Rep.China,BachelorofBusinessAdministration,,ForeignCountry,1,1,1978
224,2011,0,0,0,0,0,0,0,0,1,1,3.467,700,Investments,UNIVERSITYTEXAS,Finance,USA,BachelorofBusinessAdministration,,NewYork,0,0,1983
225,2011,0,1,0,0,0,0,0,0,0,0,3.3699999,690,Client_oriented,UNIVERSITYPENNSYLVANIA,Engineering,USA,BachelorofScience,,Florida,0,0,1982
226,2011,0,1,1,0,1,0,0,0,0,1,3.3399999,670,Production,TUFTSUNIVERSITY,Engineering,USA,BachelorofScience,,Florida,0,0,1982
227,2011,0,0,0,0,0,0,0,0,1,1,3.3299999,710,Others,TUFTSUNIVERSITY,Economics,USA,BachelorofScience,,Massachusetts,0,0,1982
228,2011,0,0,0,0,0,0,0,0,1,1,3.737,740,Others,PRINCETONUNIVERSITY,Other,USA,BachelorofScience,,NewJersey,1,0,1983
229,2011,0,0,0,0,0,0,0,0,1,1,3.8099999,680,Production,UNIVERSITYMINNESOTAMINNEAPOLIS,Finance,USA,BachelorofScience,,NewYork,0,0,1983
230,2011,0,0,0,0,0,0,0,0,1,1,3.8069999,740,Production,UNIVERSITYPENNSYLVANIA,Marketing,USA,BachelorofScience,,NewYork,0,0,1985
231,2011,1,1,0,0,0,0,0,1,0,0,3.0829999,720,Others,YONSEIUNIV,Management,Korea,BachelorofBusinessAdministration,,ForeignCountry,1,1,1978
232,2011,0,0,0,0,0,0,0,0,1,1,3.0150001,650,Others,PACEUNIVERSITY,Marketing,France,BachelorofBusinessAdministration,,NewYork,1,1,1980
233,2011,0,0,0,0,0,0,0,0,1,1,3.2130001,680,Client_oriented,BOSTONCOLLEGE,Management,USA,BachelorofScience,,NewYork,1,0,1982
234,2011,0,0,0,0,0,0,0,0,1,1,3.5599999,730,Client_oriented,WASHINGTONUNIVERSITY,Finance,USA,,,Colorado,1,0,1980
235,2011,0,0,0,0,0,0,0,0,1,1,3.2190001,710,Unknown,CORNELLUNIVERSITY,ComputerScience,USA,BachelorofScience,,RhodeIsland,1,0,1976
236,2011,0,0,0,0,0,0,0,0,1,1,3.612,720,Others,GEORGETOWNUNIV,Finance,USA,BachelorofScience,,NewYork,1,0,1978
237,2011,0,0,0,0,0,0,0,0,1,1,3.645,710,Production,UNIVERSITYWISCONSIN,Marketing,USA,BachelorofBusinessAdministration,,NewYork,0,0,1983
238,2011,0,0,0,0,0,0,0,0,1,1,3.493,640,Others,BROWNUNIVERSITY,Other,USA,BachelorofArts,,California,0,0,1984
239,2011,0,0,0,0,0,0,0,0,1,1,3.138,660,Unknown,CARNEGIE-MELLONUNIVERSITY,Engineering,USA,BachelorofScience,,PuertoRico,1,0,1984
240,2011,0,0,0,0,0,0,0,0,1,1,3.4619999,720,Investments,RENESSELAERPOLYTECHNICINSTITUTE,Engineering,USA,BachelorofScience,,NewYork,1,0,1976
241,2011,0,0,0,0,0,0,0,0,1,1,3.28,710,Others,WAKEFORESTUNIVERSITY,CommunicationAndJournalism,USA,BachelorofArts,,Connecticut,1,0,1983
242,2011,0,0,0,0,0,0,0,0,1,1,3.5899999,750,Investments,VILLANOVAUNIVERSITY,Finance,USA,BachelorofScience,,NewYork,1,0,1979
243,2011,0,0,0,0,0,0,0,0,1,1,3.0350001,640,Production,SARAHLAWRENCECOLLEGE,English,USA,BachelorofArts,,NewYork,0,0,1982
244,2011,0,1,0,0,1,0,0,1,0,0,2.793,710,Others,UNIVERSITYTAMPA,Finance,USA,BachelorofScience,,NewYork,1,0,1979
245,2011,0,0,0,0,0,0,0,0,1,1,3.513,710,Client_oriented,GEORGEWASHINGTONUNIVERSITY,Sociology,USA,BachelorofArts,,NewYork,0,0,1981
246,2011,0,0,0,0,0,0,0,0,1,1,3.142,670,Investments,,Finance,India,,,ForeignCountry,1,1,1979
247,2011,0,0,0,0,0,0,0,0,1,1,3.128,650,Investments,SOUTHERNMETHODISTUNIVERSITY,Finance,USA,BachelorofBusinessAdministration,,NewJersey,0,0,1984
248,2011,0,1,0,0,0,0,0,0,0,0,3.655,760,Investments,WASHINGTONUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1984
249,2011,0,0,0,0,0,0,0,0,1,1,3.3399999,660,Others,UNITEDSTATESMILITARYACADEMY,Economics,USA,BachelorofScience,,NewYork,1,0,1980
250,2011,0,0,0,0,0,0,0,0,1,1,3.312,710,Others,,Law,Israel,,,NewYork,1,1,1978
251,2011,0,0,0,0,0,0,0,0,1,1,3.562,740,Others,DARTMOUTHCOLLEGE,Economics,USA,BachelorofArts,,NewYork,1,0,1982
252,2011,0,1,0,0,1,0,0,0,0,0,3.402,590,Others,IULM,CommunicationAndJournalism,UnitedKingdom,BachelorofArts,,NewYork,0,1,1983
253,2012,0,0,0,0,0,0,0,0,1,1,3.335,640,Others,NORTHWESTERNUNIVERSITY,CommunicationAndJournalism,India,,,,0,1,1982
254,2011,0,0,0,0,0,0,0,0,1,1,3.3199999,720,Others,OBERLINCOLLEGE,Economics,USA,BachelorofArts,,Connecticut,1,0,1980
255,2011,0,1,1,0,0,0,0,0,0,1,3.9330001,760,Others,SUNYCENTERSTONYBROOK,,USA,BachelorofScience,,NewYork,1,0,1976
256,2011,0,1,0,0,1,1,0,0,0,0,3.45,690,Investments,WAKEFORESTUNIVERSITY,Finance,USA,BachelorofScience,,Pennsylvania,1,0,1982
257,2011,0,1,0,1,0,1,0,1,0,0,3.5350001,750,Client_oriented,UPunjab,Engineering,India,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1981
258,2011,0,0,0,0,0,0,0,0,1,1,3.51,720,Others,UNIVERSITYTEXAS,Finance,USA,BachelorofBusinessAdministration,,Texas,1,0,1982
259,2011,0,1,0,0,0,0,0,0,0,1,3.793,770,Client_oriented,DUKEUNIVERSITY,Economics,USA,BachelorofScience,,NewJersey,1,0,1983
260,2011,1,0,0,0,0,0,0,0,0,0,3,730,Others,JIANGXISCITECH,Law,Peop.Rep.China,BachelorofArts,,ForeignCountry,1,1,1981
261,2011,0,0,0,0,0,0,0,0,1,0,3.5250001,650,Client_oriented,UNIVERSITYSOUTHERNCALIFORNIA,OtherBusiness,USA,BachelorofScience,,California,1,0,1982
262,2011,0,0,0,0,0,0,0,0,1,1,3.2650001,680,Unknown,UNIVCALIFORNIALOSANGELES,English,USA,BachelorofArts,,California,0,0,1984
263,2011,0,0,0,0,0,0,0,0,1,1,3.234,640,Others,FLORIDASTATEUNIVERSITY,Finance,USA,BachelorofScience,,Florida,0,0,1981
264,2011,0,0,0,0,0,0,0,0,1,1,2.8099999,690,Unknown,UNIVCALIFORNIALOSANGELES,English,USA,BachelorofArts,,California,1,0,1981
265,2011,0,1,1,0,1,0,0,0,0,1,3.5090001,730,Client_oriented,INSTOFTEC&HIGHERSTUD-ITESM,Engineering,Mexico,BachelorofScience,,ForeignCountry,1,1,1976
266,2011,0,0,0,0,0,0,0,0,1,1,3.6900001,720,Client_oriented,CORNELLUNIVERSITY,Engineering,USA,BachelorofScience,,NewYork,1,0,1981
267,2011,0,0,0,0,0,0,0,0,1,1,3.2550001,690,Unknown,SPELMANCOLLEGE,Engineering,USA,BachelorofScience,,DistrictofColumbia,0,0,1983
268,2011,0,0,0,0,0,0,0,0,1,1,3.0190001,620,Others,UNIVERSITYPENNSYLVANIA,English,USA,BachelorofArts,,Pennsylvania,0,0,1984
269,2011,0,0,0,0,0,0,0,0,1,1,3.175,660,Client_oriented,BROWNUNIVERSITY,OtherSocial,USA,BachelorofArts,,Massachusetts,0,0,1983
270,2011,0,0,0,0,0,0,0,0,1,1,,,Others,,,,,,,1,1,
271,2011,0,0,0,0,0,0,0,0,1,1,3.4319999,740,Investments,TUFTSUNIVERSITY,BiologicalSciences,USA,BachelorofScience,,Connecticut,1,0,1984
272,2011,1,1,0,0,0,1,0,1,0,0,3.5350001,760,Client_oriented,UNIVERSITYCALIFORNIABERKELEY,ComputerScience,USA,BachelorofScience,,California,1,0,1981
273,2011,0,0,0,0,0,0,0,0,1,1,3.4400001,660,Client_oriented,WESLEYANUNIVERSITY,Psychology,USA,BachelorofArts,,NewYork,0,0,1982
274,2011,0,0,0,0,0,0,0,0,1,1,3.6659999,770,Client_oriented,UNIVERSITYMARYLANDCOLLEGEPARK,Engineering,USA,BachelorofScience,,Maryland,1,0,1983
275,2011,0,0,0,0,0,0,0,0,1,1,3.1099999,700,Investments,UDESAOPAULO,Engineering,Brazil,BachelorofArts,,ForeignCountry,1,1,1980
276,2011,0,0,0,0,0,0,0,0,1,1,3.47,690,Others,,Economics,UnitedKingdom,BachelorofScience,,ForeignCountry,1,1,1981
277,2011,0,0,0,0,0,0,0,0,1,1,3.095,710,Investments,UNIVERSITYPITTSBURGH,Marketing,USA,,,NewYork,1,0,1980
278,2011,0,1,0,0,1,0,0,1,0,0,3.3,740,Investments,CORNELLUNIVERSITY,OtherBusiness,USA,BachelorofScience,,NewYork,1,0,1982
279,2011,0,0,0,0,0,0,0,0,1,1,3.6719999,720,Client_oriented,UNIVERSITYMICHIGAN,Mathematics,USA,BachelorofArts,,Massachusetts,1,0,1982
280,2012,0,0,0,0,0,0,0,0,1,1,3.553,780,Others,COLUMBIAUNIVERSITY,Mathematics,USA,BachelorofScience,,NewYork,1,0,1983
281,2011,0,0,0,0,0,0,0,0,1,1,3.5050001,750,Production,MASSACHUSETTSINSTITUTETECHNOLOGY,Economics,USA,BachelorofScience,,Massachusetts,1,0,1981
282,2011,0,0,0,0,0,0,0,0,1,1,3.3540001,660,Others,CORNELLUNIVERSITY,Sociology,USA,BachelorofScience,,NewYork,0,0,1984
283,2011,0,0,0,0,0,0,0,0,1,1,3.5150001,710,Others,DUKEUNIVERSITY,PoliticalScience,France,BachelorofArts,,NewYork,0,1,1978
284,2011,0,0,0,0,0,0,0,0,1,1,3.4300001,760,Others,BARNARDCOLLEGE,Other,USA,BachelorofArts,,NewYork,0,0,1982
285,2011,0,1,0,1,1,1,1,0,0,0,3.425,710,Client_oriented,CARNEGIE-MELLONUNIVERSITY,Engineering,USA,BachelorofScience,,Connecticut,1,0,1983
286,2011,0,0,0,0,0,0,0,0,1,1,3.553,620,Production,JOHNSHOPKINSUNIVERSITY,IndustrialRelations,USA,BachelorofArts,,NewYork,0,0,1982
287,2011,0,0,0,0,0,0,0,0,1,1,3.293,710,Client_oriented,WASHINGTONUNIVERSITY,Psychology,USA,BachelorofArts,,NewYork,1,0,1982
288,2011,0,0,0,0,0,0,0,0,1,1,3.743,710,Unknown,NORTHWESTERNUNIVERSITY,Engineering,Turkey,BachelorofScience,,ForeignCountry,0,1,1981
289,2011,0,0,0,0,0,0,0,0,1,1,3.4849999,660,Others,UNIVERSITYPENNSYLVANIA,Psychology,USA,BachelorofArts,,NewYork,1,0,1980
290,2011,0,0,0,0,0,0,0,0,1,1,3.322,730,Investments,DUKEUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1983
291,2011,0,0,0,0,0,0,0,0,1,1,3.658,740,Investments,LEHIGHUNIVERSITY,ComputerScience,USA,BachelorofScience,,NewYork,1,0,1983
292,2011,0,0,0,0,0,0,0,0,1,1,3.493,750,Others,UNIVERSITYCALIFORNIABERKELEY,ComputerScience,USA,BachelorofScience,,California,1,0,1981
293,2011,0,1,0,1,0,1,0,0,0,0,3.345,710,Production,SIKKIMMANIPALU,Management,Bangladesh,BachelorofBusinessAdministration,,NewJersey,1,1,1983
294,2011,0,0,0,0,0,0,0,0,1,1,3.027,710,Investments,,Engineering,Israel,BachelorofScience,,ForeignCountry,1,1,1980
295,2011,0,0,0,0,0,0,0,0,1,1,3.1300001,750,Others,,Engineering,Greece,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1980
296,2011,0,1,0,0,0,0,1,1,0,0,3.6849999,640,Client_oriented,TUFTSUNIVERSITY,Other,USA,BachelorofArts,,NewYork,0,0,1982
297,2011,0,0,0,0,0,0,0,0,1,1,3.5569999,770,Unknown,STANFORDUNIVERSITY,Engineering,USA,BachelorofScience,,California,1,0,1983
298,2011,0,0,0,0,0,0,0,0,1,1,3.45,740,Others,TRINITYCOLLEGE,Economics,USA,BachelorofArts,,NewYork,1,0,1980
299,2011,0,0,0,0,0,0,0,0,1,1,3.335,730,Investments,UNIVERSITYRHODEISLAND,Finance,USA,BachelorofScience,,NewJersey,1,0,1982
300,2011,0,1,0,1,0,0,0,1,0,0,3.7950001,760,Client_oriented,INDIANINSTITUTEOFTECH,Engineering,India,BachelorofTechnology,,NewJersey,1,1,1975
301,2011,0,0,0,0,0,0,0,0,1,1,3.4260001,600,Investments,HAMILTONCOLLEGE,Economics,USA,BachelorofArts,,NewYork,0,0,1980
302,2011,0,0,0,0,0,0,0,0,1,1,3.381,730,Unknown,VANDERBILTUNIVERSITY,History,USA,BachelorofScience,,Arkansas,1,0,1980
303,2011,0,0,0,0,0,0,0,0,1,1,3.605,720,Others,BOWDOINCOLLEGE,Psychology,USA,BachelorofArts,,Connecticut,1,0,1981
304,2011,0,0,0,0,0,0,0,0,1,1,3.5050001,750,Client_oriented,UNIVERSITYCALIFORNIASANTABARBARA,PoliticalScience,USA,BachelorofArts,,NewYork,1,0,1981
305,2011,0,0,0,0,0,0,0,0,1,1,3.3529999,720,Others,RENESSELAERPOLYTECHNICINSTITUTE,Engineering,USA,BachelorofScience,,NewYork,0,0,1984
306,2011,0,0,0,0,0,0,0,0,1,1,3.5150001,730,Investments,BOSTONUNIVERSITY,IndustrialRelations,USA,BachelorofArts,,NewYork,1,0,1983
307,2011,0,0,0,0,0,0,0,0,1,1,3.868,780,Client_oriented,STANFORDUNIVERSITY,Engineering,USA,BachelorofScience,,NewYork,1,0,1983
308,2011,0,0,0,0,0,0,0,0,1,1,3.3150001,720,Investments,WAKEFORESTUNIVERSITY,History,USA,BachelorofArts,,NewYork,1,0,1979
309,2011,0,0,0,0,0,0,0,0,1,1,3.513,690,Investments,UDEGLISTUDIDITORINO,Economics,Italy,Other,,ForeignCountry,1,1,1982
310,2013,0,0,0,0,0,0,0,0,1,1,2.8759999,0,Others,BOSTONUNIVERSITY,CommunicationAndJournalism,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1987
311,2011,0,0,0,0,0,0,0,0,1,1,3.46,690,Unknown,GEORGETOWNUNIV,Finance,USA,BachelorofScience,,NewYork,0,0,1982
312,2011,0,0,0,0,0,0,0,0,1,1,3.2690001,730,Investments,NATLCHENGCHIUNIV,,Taiwan,BachelorofBusinessAdministration,,ForeignCountry,1,1,1982
313,2011,0,0,0,0,0,0,0,0,1,1,3.6570001,760,Client_oriented,TUFTSUNIVERSITY,ComputerScience,USA,BachelorofScience,,Massachusetts,1,0,1983
314,2011,0,0,0,0,0,0,0,0,1,1,3.7449999,740,Unknown,INDIANINSTITUTEOFTECH,Engineering,India,,,NewJersey,1,1,1977
315,2011,0,0,0,0,0,0,0,0,1,1,3.5710001,720,Others,,Accounting,Australia,,,ForeignCountry,0,1,1982
316,2011,0,0,0,0,0,0,0,0,1,1,3.098,690,Others,NORTHEASTERNUNIVERSITY,Finance,USA,,,NewYork,0,0,1981
317,2011,0,0,0,0,0,0,0,0,1,1,3.372,700,Others,MASSACHUSETTSINSTITUTETECHNOLOGY,OtherScience,USA,BachelorofScience,,NewYork,1,0,1984
318,2011,0,0,0,0,0,1,0,1,1,0,3.783,760,Client_oriented,WESLEYANUNIVERSITY,Economics,USA,BachelorofArts,,Massachusetts,1,0,1981
319,2011,0,0,0,0,0,0,0,0,1,1,3.493,680,Investments,TUFTSUNIVERSITY,Economics,Turkey,,,ForeignCountry,1,1,1982
320,2011,0,0,0,0,0,0,0,0,1,1,3.3199999,750,Client_oriented,TUFTSUNIVERSITY,ComputerScience,USA,BachelorofScience,,NewYork,1,0,1983
321,2011,0,0,0,0,0,0,0,0,1,1,3.27,770,Unknown,SANTACLARAUNIVERSITY,Finance,USA,BachelorofScience,,Washington,1,0,1981
322,2011,0,1,0,0,0,1,0,0,0,0,3.1619999,650,Investments,GEORGIAINSTITUTETECHNOLOGY,Engineering,USA,BachelorofScience,,NewJersey,1,0,1983
323,2011,0,0,0,0,0,0,0,0,1,1,3.678,750,Production,UNIVERSITYMINNESOTAMINNEAPOLIS,Accounting,USA,BachelorofScience,,NewYork,1,0,1982
324,2011,0,0,0,0,0,0,0,0,1,1,3.1919999,690,Others,UNIVERSITYCALIFORNIABERKELEY,IndustrialRelations,USA,BachelorofArts,,California,0,0,1983
325,2011,0,0,0,0,0,0,0,0,1,1,3.382,730,Production,UNIVCALIFORNIALOSANGELES,Engineering,USA,BachelorofScience,,California,1,0,1981
326,2011,0,1,0,0,0,0,0,0,0,0,3.675,730,Others,UNIVERSITYCALIFORNIABERKELEY,Economics,USA,BachelorofArts,,California,1,0,1980
327,2011,0,1,0,0,1,0,0,0,0,1,3.638,730,Others,UPONTCOMILLAS,Management,Spain,BachelorofBusinessAdministration,,ForeignCountry,0,1,1982
328,2011,0,0,0,0,0,0,0,0,1,1,3.4530001,750,Investments,UNIVCALIFORNIALOSANGELES,Economics,USA,BachelorofArts,,California,1,0,1979
